"Y","E1","E2","E3","E4","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20"
13.4951454922272,6.49249929003417,6.18021090398543,5.08647990878671,8.63020613323897,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13.1606931753972,6.26847349805757,7.08182222209871,5.56049764738418,6.71839939779602,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
14.1585916612888,6.74375606933609,9.2597338266205,6.28007485414855,9.75955170579255,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0
13.8715732227144,6.13833771552891,9.15804242249578,7.43283264688216,5.74979104683734,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13.5723756668074,5.33231660258025,6.10982145182788,7.73670791182667,7.3347359104082,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
14.2460718640845,9.74022839567624,8.01334982039407,5.08276233216748,8.5436758690048,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1
14.2679953156588,5.29265852994286,7.50170254614204,9.00960259255953,9.37714984058402,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0
13.2277657602344,5.26779844425619,5.91462219366804,5.44917497551069,8.22122070705518,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
14.9972012623562,6.79379841312766,8.60630686860532,6.84714063885622,9.17775960057043,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
15.6417078781729,8.86034955154173,5.20317488000728,7.88522743969224,8.94551240373403,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0
13.006492202179,7.27502802037634,6.5211945027113,6.84464975260198,5.82055811188184,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0
15.2523981817897,7.00335652451031,7.33953663380817,6.06936204596423,9.81616459204815,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0
13.7874160640585,7.14985941420309,9.68988357926719,5.58273875620216,5.76340819010511,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
15.5977059453843,8.85076687089168,7.01876935665496,6.52855595573783,9.55301680602133,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0
14.9829395143265,6.45213204086758,8.93312278902158,9.07020823447965,8.10112145612948,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1
13.3201888786257,5.24282374186441,8.6117712140549,6.90747197833844,7.14314626762643,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0
14.3781262275881,6.94205264095217,6.29738509189337,8.67958167102188,6.23620166676119,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
13.953161831092,7.04109568265267,9.23992209602147,5.59930633637123,6.84131107875146,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
13.5219624671099,8.80058111040853,6.27093567629345,7.59170866454951,5.98359039518982,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
13.8946641895868,5.48543597687967,7.19177454826422,6.76440637791529,7.53274445654824,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
13.831562111436,8.36541086202487,6.18311411119066,9.57403765292838,5.12462606886402,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1
16.330020846804,9.78905984433368,9.32089721201919,9.57864265423268,9.70100949751213,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1
14.4982518763859,6.76181249087676,8.48966725752689,9.46291964268312,6.77892934763804,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1
15.685029403771,9.56318079610355,8.52004850748926,7.65148264705203,8.22505032410845,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0
13.1650291437576,7.79472399037331,7.53338359878398,6.88157193944789,7.30516673298553,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1
14.9933255524766,6.63833059952594,6.61735288216732,7.761138624046,7.18774646520615,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
13.0995593679518,6.53604128165171,9.65187015826814,9.09036990138702,9.16181109263562,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
15.7434268166567,9.42029643221758,5.21152407745831,7.53107375465333,9.43939664866775,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
14.6119686303235,8.58810515841469,9.38589348923415,7.21529867849313,6.00678056711331,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
16.7016496109312,7.70407948293723,6.52309505851008,9.55283179879189,8.33323311642744,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
16.150709891752,7.73830682621337,9.65399358537979,5.59348789858632,9.54447043593973,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
13.4088326226376,7.86299619823694,6.81850955472328,8.14051846158691,6.11036938731559,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
15.8392099423388,8.63776167389005,8.25634331326,9.86780740204267,5.38077265257016,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
14.5014642206941,7.84948683460243,9.44315407075919,9.14614556822926,7.4671553785447,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
14.6076749716686,9.86759853898548,9.38448942149989,7.09084554575384,7.22450957167894,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
14.7305704475665,5.14097631676123,7.08619730081409,6.18461139150895,8.51794612361118,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
13.6364151904983,9.03885062085465,7.07130488706753,5.09268291643821,7.03319754917175,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
16.0737683662925,6.34729532757774,8.89130911789834,9.51316440361552,9.95523406658322,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0
13.7061026370962,5.67443183274008,8.38673652848229,7.37306925235316,7.77841101051308,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
15.0200180565252,9.63985606678762,8.14461592002772,8.78786328714341,9.00637464248575,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0
13.0060274973355,5.16014948836528,6.84625617577694,6.23070547240786,6.25621384941041,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
14.7715545249123,7.78566994587891,5.72395370225422,5.05767126684077,9.82935575768352,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
14.085522922637,7.83618313958868,8.63738549756818,7.48435111017898,5.89598376769572,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1
14.7412334763121,7.04487354261801,7.65149861807004,9.23730437178165,8.29992442741059,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0
14.2509774517095,8.75596845638938,5.94135353341699,7.38575999857858,6.68349919957109,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0
15.5606719689323,7.2326032014098,6.77731375093572,9.43981325719506,6.48474322049879,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.9881339660078,6.48580859531648,8.4653837303631,7.81108408118598,8.80120815127157,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0
15.40597560328,7.56373705575243,9.40466432250105,9.99159997561947,8.75008316361345,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
13.4024285115376,7.20067152404226,5.30493258265778,7.88190655526705,5.63999917590991,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
12.8444409999159,5.35532442270778,5.97842396004125,8.16156491287984,7.12051686714403,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
13.3069512880416,5.82016057684086,5.82607547752559,6.80558233056217,8.0868903209921,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
16.0692668867377,7.08837669924833,9.09217659151182,8.05975155322812,9.83503647730686,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
15.702449742156,9.46693140082061,8.82536989171058,9.29922828800045,6.80345434579067,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13.9157826594849,5.04094651667401,7.57424400886521,6.31337010185234,8.13366365735419,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1
14.1700060157095,9.27451784373261,7.2322617075406,8.11874665087089,5.51193915191106,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0
12.6182578267722,5.40890956646763,6.02633379981853,7.94445450301282,8.24315274367109,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1
15.2134220909278,7.45214502443559,7.29132352862507,9.79517891886644,9.28794087958522,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
15.6837795253508,8.62054550554603,5.12967848218977,7.28975038509816,7.00376811204478,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
12.8239148711806,5.52477445453405,9.57757320837118,5.34415310481563,6.63139817886986,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0
14.4630811433483,9.27580590359867,9.52619900926948,8.02278732531704,8.32182822283357,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
14.4060626073185,9.7692214557901,8.0513764556963,6.70596967334859,8.50757827283815,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1
16.198853413784,9.25068029202521,6.06879077502526,7.1632440155372,8.4832497802563,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
14.2550694787234,8.4504213638138,5.24611099855974,5.38759909337386,8.93408248201013,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0
14.2630102116402,9.76432311930694,8.90640451340005,5.38594939396717,7.12268471252173,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14.2633408853181,6.70153227867559,5.9505355451256,5.21146520972252,7.76286230888218,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
15.9129540683005,9.61396386264823,9.23447605222464,8.41243400471285,8.39738441281952,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1
12.884480409257,9.1294426843524,8.36033445317298,8.91879281145521,6.79531325120479,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0
12.7848256297208,6.14940897328779,7.2309182875324,8.58844558126293,6.32670608349144,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
14.3896293813181,5.11255617951974,7.64511316549033,6.60917141591199,8.94974771188572,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0
15.2136201155575,9.78757116710767,5.98925404134206,9.91118609555997,7.53158911829814,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
13.1314601064185,6.99741360498592,7.0551634253934,8.36186454747804,6.12167000654154,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
14.5478564204891,7.48072350397706,7.45512185734697,6.49601096869446,8.51369170588441,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
13.4781282845287,9.45629312191159,6.88123604166321,6.26542638754472,6.49015337578021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12.2968514742881,9.24341809353791,7.70147351548076,5.0560525432229,7.10623418795876,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
14.5975665792655,7.65792065765709,7.15160127030686,9.95792521396652,6.21386605780572,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1
15.1060841282803,8.77792207640596,5.08013975108042,7.97864290769212,6.43328448641114,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
12.8264070954486,5.61634645564482,7.89899450610392,6.36648015235551,6.93506278679706,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0
15.0964200386364,5.30602413811721,6.53533082222566,8.61395467305556,8.31490210723132,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
15.9048140431653,7.41922560147941,9.63956525316462,9.56080658943392,9.44446208304726,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
14.3911823682225,6.16600567707792,8.62093617906794,5.50382259418257,8.38641843060032,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0
14.3742005123532,8.26206118217669,6.61840836051852,5.11426368262619,7.33182433526963,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14.4048889578006,5.92506728833541,5.66607831278816,7.58620384498499,6.92403176799417,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1
11.6982242888475,5.47271556104533,5.07186378585175,5.15253432327881,5.40547249140218,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
14.9476997048377,7.85241624689661,5.64180489629507,5.42704466264695,8.22746811900288,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0
13.4053137345199,5.38272362784483,6.32686974015087,5.15930560533889,8.10479686362669,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1
13.7356680463155,6.60912281018682,5.66539817606099,5.41131471982226,7.92992106755264,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
15.8936951228652,7.41805379628204,5.69725194131024,7.29542460176162,9.74939547828399,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1
14.9151767270417,7.12449373560958,6.74505566130392,9.43966690218076,5.96071906969883,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1
14.9288550050631,5.81820787047036,6.13610150991008,8.985587436473,8.94955071271397,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
14.8327075777559,7.51531176967546,8.07104864274152,8.42352873994969,6.84031491517089,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
